Date,Provider Parent Code,Provider Parent Name,Provider Code,Provider Name,Waiting List,Unknown Clock Start,Waits Over 18 Weeks,Waits Over 52 Weeks,Waits Over 65 Weeks,Waits Over 78 Weeks,Waits Over 104 Weeks
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,A4M8P,BUCKSHAW HOSPITAL,3830,0,1320,145,18,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,3425,0,28,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,C3Y0A,SPAMEDICA BLACKPOOL,106,0,0,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NPG13,SPAMEDICA SKELMERSDALE,82,0,0,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NPG17,SPAMEDICA PRESTON,187,0,1,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NT347,SPIRE FYLDE COAST HOSPITAL,2565,0,502,14,1,1,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NT403,BEARDWOOD HOSPITAL,2097,0,259,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NT449,LANCASTER HOSPITAL,332,0,36,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NVC05,EUXTON HALL HOSPITAL,2572,0,680,61,12,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NVC07,FULWOOD HALL HOSPITAL,5241,0,1705,93,6,1,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NVC16,RENACRES HOSPITAL,3473,0,502,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,R1G7E,SPAMEDICA KENDAL,122,0,1,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32410,0,9101,460,4,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1166,0,85,0,0,0,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,34134,0,15270,1347,102,7,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,59036,0,26373,2823,328,5,0
2024-04-01,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,72850,0,35545,3788,207,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,B3M1X,CLAREMONT PRIVATE HOSPITAL,2040,0,603,4,1,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NEY,PIONEER HEALTHCARE LIMITED,4154,0,2186,231,131,64,22
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NPG10,SPAMEDICA SHEFFIELD,146,0,1,0,0,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NT440,THORNBURY HOSPITAL,487,0,105,1,0,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NTX,THE ONE HEALTH GROUP PLC,3270,0,605,13,2,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NVC14,PARK HILL HOSPITAL,1094,0,483,25,1,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13558,0,4892,381,52,2,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22137,0,6338,166,14,0,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31176,0,12454,755,32,3,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,93990,0,35894,2903,387,13,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,55375,0,21919,1457,65,4,0
2024-04-01,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,T8V3L,SPAMEDICA DONCASTER,179,0,0,0,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,ACG31,NEWMEDICA - WORCESTER,967,0,16,0,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,J3X4C,SPAMEDICA WORCESTER,11,0,0,0,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",242,0,71,0,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NT301,SPIRE SOUTH BANK HOSPITAL,1045,0,499,12,1,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NT412,DROITWICH SPA HOSPITAL,1305,0,349,6,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,53,0,0,0,0,0,0
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,WYE VALLEY NHS TRUST,28130,0,12817,1171,137,6,1
2024-04-01,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,61740,0,27918,2204,472,13,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NPG16,SPAMEDICA CHELMSFORD,905,0,17,0,0,0,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",825,0,158,48,44,11,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NT313,SPIRE WELLESLEY HOSPITAL,1698,0,714,39,1,0,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NT319,SPIRE HARTSWOOD HOSPITAL,1575,0,581,10,0,0,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NT490,SOUTHEND PRIVATE HOSPITAL,1390,0,182,0,0,0,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NVC18,SPRINGFIELD HOSPITAL,5279,0,1549,34,15,6,4
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1051,0,182,2,0,0,0
2024-04-01,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,164343,0,78290,9301,1706,114,1
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NPG19,SPAMEDICA BEDFORD,144,0,0,0,0,0,0
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NT423,MANOR HOSPITAL,749,0,282,6,1,0,0
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NT434,SAXON CLINIC,728,0,360,56,11,1,0
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NVC31,BLAKELANDS HOSPITAL,1734,0,473,15,8,4,0
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100838,0,47846,5597,762,37,0
2024-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36938,0,22626,4371,1006,44,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,J7V1N,SPAMEDICA SOLIHULL,134,0,1,0,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NPG11,SPAMEDICA BIRMINGHAM,169,0,2,0,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NT320,SPIRE PARKWAY HOSPITAL,960,0,243,6,1,1,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NT429,PRIORY HOSPITAL,1370,0,404,0,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NVC44,THE WESTBOURNE CENTRE,2377,0,233,0,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,638,0,32,0,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,26734,0,10348,635,1,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15828,0,8047,526,36,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,128122,0,64864,6512,92,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,75367,0,36409,2967,422,19,2
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16194,0,5956,43,0,0,0
2024-04-01,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,S1Z4X,NEWMEDICA - BIRMINGHAM,329,0,6,1,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,695,0,10,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E1U4T,SPAMEDICA CARLISLE,268,0,2,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,G5X2Q,SPAMEDICA NORTH TYNESIDE,67,0,0,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NMG,CONNECT HEALTH LIMITED,15043,0,1956,14,5,3,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NN4,TYNESIDE SURGICAL SERVICES LTD,964,0,159,2,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NPG22,SPAMEDICA STOCKTON-ON-TEES,117,0,0,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",325,0,104,3,1,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",1559,0,410,2,1,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NT333,SPIRE WASHINGTON HOSPITAL,1301,0,204,1,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NT457,WOODLANDS HOSPITAL,1890,0,329,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NVC0R,TEES VALLEY HOSPITAL,3530,0,579,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NVC29,COBALT HOSPITAL,1490,0,316,35,14,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,60982,0,16900,497,48,3,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R7W2O,NEWCASTLE NEWMEDICA LTD,253,0,1,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,40416,0,17068,1033,139,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11789,0,3668,72,1,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100012,0,31589,2711,541,15,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34386,0,7005,73,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,54949,0,20484,1498,156,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20696,0,5844,173,13,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",210,0,2,0,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,42421,0,14642,503,0,0,0
2024-04-01,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,Z9Z1G,SPAMEDICA GATESHEAD,123,0,0,0,0,0,0
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,533,0,22,0,0,0,0
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NPG23,SPAMEDICA DERBY,146,0,0,0,0,0,0
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",1377,0,674,26,3,0,0
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,1497,0,391,23,3,0,0
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28450,0,13189,1213,239,3,1
2024-04-01,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107129,0,50219,4992,868,32,2
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,ACG37,NEWMEDICA - IPSWICH,1692,0,44,6,0,0,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,J2H6H,SPAMEDICA COLCHESTER,85,0,0,0,0,0,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NDL01,SUFFOLK GP FEDERATION,122,0,4,1,1,0,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NT446,ST EDMUNDS HOSPITAL,677,0,224,7,5,3,1
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NVC13,OAKS HOSPITAL,913,0,450,46,4,0,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,Q1S8W,NEWMEDICA - BURY ST EDMUNDS,110,0,5,1,0,0,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,85830,0,36861,3666,520,17,0
2024-04-01,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,34790,0,15454,1819,431,63,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,188,0,9,0,0,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,D3O0Z,PLYMOUTH NEWMEDICA LTD,201,0,8,1,0,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,M5E1S,SPAMEDICA EXETER,243,0,4,0,0,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NR5,LIVEWELL SOUTHWEST,76,0,0,0,0,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",167,0,41,8,2,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",985,0,448,41,20,12,1
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,2337,0,709,92,29,9,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NVC08,MOUNT STUART HOSPITAL,1906,0,1051,93,3,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,NVC0Y,EXETER MEDICAL,408,0,91,2,0,0,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,33567,0,13136,1678,385,89,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,74820,0,32919,3640,1062,139,0
2024-04-01,QJK,NHS DEVON INTEGRATED CARE BOARD,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,47535,0,19959,2368,536,107,2
2024-04-01,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,N6Z0R,NEWMEDICA - LINCOLN,13,0,0,0,0,0,0
2024-04-01,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NT450,LINCOLN HOSPITAL,1644,0,459,3,0,0,0
2024-04-01,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NVC27,BOSTON WEST HOSPITAL,1965,0,580,8,0,0,0
2024-04-01,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,150,0,46,0,0,0,0
2024-04-01,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,70350,0,34738,3105,284,7,1
2024-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",A4Q9X,NEWMEDICA LEICESTER,250,0,1,0,0,0,0
2024-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",L9D3Z,SPAMEDICA LEICESTER,31,0,2,0,0,0,0
2024-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",232,0,33,3,0,0,0
2024-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NT322,SPIRE LEICESTER HOSPITAL,774,0,215,9,0,0,0
2024-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,111500,0,46885,2458,230,12,1
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NCN,DMC HEALTHCARE,2066,0,765,635,630,542,96
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NT406,BLACKHEATH HOSPITAL,1408,0,503,46,2,0,0
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NT409,CHELSFIELD PARK HOSPITAL,639,0,121,8,0,0,0
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NT437,SLOANE HOSPITAL,826,0,194,7,0,0,0
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,140921,0,62759,5446,885,46,9
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,LEWISHAM AND GREENWICH NHS TRUST,69594,0,30509,3549,722,113,1
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,103361,0,44545,4194,794,52,0
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RPG,OXLEAS NHS FOUNDATION TRUST,2205,0,895,5,0,0,0
2024-04-01,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,Y8L9S,SPAMEDICA BROMLEY,261,0,5,0,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,ADP02,KIMS HOSPITAL (NEWNHAM COURT),1401,0,226,0,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,M0N7E,SPAMEDICA SITTINGBOURNE,71,0,2,0,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NN8,SPENCER PRIVATE HOSPITALS LTD,3123,0,1516,186,31,13,1
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",408,0,217,98,56,42,2
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,284,0,15,0,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NT312,SPIRE ALEXANDRA HOSPITAL,1069,0,121,6,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NT408,CHAUCER HOSPITAL,994,0,276,3,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,1425,0,331,53,9,1,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NWF01,BENENDEN HOSPITAL,1292,0,421,37,9,3,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NYR,HEALTHSHARE DIAGNOSTICS,475,0,156,0,0,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,DARTFORD AND GRAVESHAM NHS TRUST,29099,0,9222,639,74,0,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,MEDWAY NHS FOUNDATION TRUST,44120,0,21369,2345,269,7,0
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,86900,0,41756,6356,2203,465,15
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,43373,0,10989,166,150,18,1
2024-04-01,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,3384,0,11,0,0,0,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,3559,0,692,18,3,0,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NT315,SPIRE BUSHEY HOSPITAL,731,0,15,0,0,0,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NT316,SPIRE HARPENDEN HOSPITAL,735,0,16,0,0,0,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NVC15,PINEHILL HOSPITAL,1373,0,281,19,6,1,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NVC19,RIVERS HOSPITAL,4182,0,1231,98,63,40,1
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,Q1W6P,SPAMEDICA WATFORD,187,0,2,0,0,0,0
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,27687,0,13500,2033,583,29,8
2024-04-01,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,57474,0,27130,2334,242,0,0
